Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    Singapore General Hospital,2009,70692,Accident & Emergency Departments,821304,Psychiatric Hospitals,2040,34.65294117647059,Yes
    Singapore General Hospital,2009,70692,Accident & Emergency Departments,821304,Community Hospitals,877,80.6066134549601,Yes
    Singapore General Hospital,2009,70692,Accident & Emergency Departments,821304,Nursing Homes,9442,7.48697309891972,No
    Singapore General Hospital,2009,70692,Polyclinics,4157903,Acute Hospitals,8289,8.528411147303656,No
    Singapore General Hospital,2009,70692,Polyclinics,4157903,Psychiatric Hospitals,2040,34.65294117647059,Yes
    Singapore General Hospital,2009,70692,Polyclinics,4157903,Community Hospitals,877,80.6066134549601,Yes
    Singapore General Hospital,2009,70692,Polyclinics,4157903,Nursing Homes,9442,7.48697309891972,No
    Singapore General Hospital,2009,70692,Dental Clinics,838815,Acute Hospitals,8289,8.528411147303656,No
    Singapore General Hospital,2009,70692,Dental Clinics,838815,Psychiatric Hospitals,2040,34.65294117647059,Yes
    Singapore General Hospital,2009,70692,Dental Clinics,838815,Community Hospitals,877,80.6066134549601,Yes
    Singapore General Hospital,2009,70692,Dental Clinics,838815,Nursing Homes,9442,7.48697309891972,No
    Singapore General Hospital,2009,70692,Day Surgeries,218284,Acute Hospitals,8289,8.528411147303656,No
    Singapore General Hospital,2009,70692,Day Surgeries,218284,Psychiatric Hospitals,2040,34.65294117647059,Yes
    Singapore General Hospital,2009,70692,Day Surgeries,218284,Community Hospitals,877,80.6066134549601,Yes
    Singapore General Hospital,2009,70692,Day Surgeries,218284,Nursing Homes,9442,7.48697309891972,No
    Tan Tock Seng Hospital,2009,57014,Acute Hospitals Admissions,413592,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Acute Hospitals Admissions,413592,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Acute Hospitals Admissions,413592,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Acute Hospitals Admissions,413592,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Psychiatric Hospitals Admissions,9060,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Psychiatric Hospitals Admissions,9060,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Psychiatric Hospitals Admissions,9060,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Psychiatric Hospitals Admissions,9060,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Community Hospitals Admissions,7612,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Community Hospitals Admissions,7612,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Community Hospitals Admissions,7612,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Community Hospitals Admissions,7612,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Specialist Outpatient Clinics,3886310,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Specialist Outpatient Clinics,3886310,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Specialist Outpatient Clinics,3886310,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Specialist Outpatient Clinics,3886310,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Accident & Emergency Departments,821304,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Accident & Emergency Departments,821304,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Accident & Emergency Departments,821304,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Accident & Emergency Departments,821304,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Polyclinics,4157903,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Polyclinics,4157903,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Polyclinics,4157903,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Polyclinics,4157903,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Dental Clinics,838815,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Dental Clinics,838815,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Dental Clinics,838815,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Dental Clinics,838815,Nursing Homes,9442,6.038339334886676,No
    Tan Tock Seng Hospital,2009,57014,Day Surgeries,218284,Acute Hospitals,8289,6.878272409217034,No
    Tan Tock Seng Hospital,2009,57014,Day Surgeries,218284,Psychiatric Hospitals,2040,27.948039215686276,Yes
    Tan Tock Seng Hospital,2009,57014,Day Surgeries,218284,Community Hospitals,877,65.0102622576967,Yes
    Tan Tock Seng Hospital,2009,57014,Day Surgeries,218284,Nursing Homes,9442,6.038339334886676,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Acute Hospitals Admissions,413592,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Acute Hospitals Admissions,413592,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Acute Hospitals Admissions,413592,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Acute Hospitals Admissions,413592,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Psychiatric Hospitals Admissions,9060,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Psychiatric Hospitals Admissions,9060,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Psychiatric Hospitals Admissions,9060,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Psychiatric Hospitals Admissions,9060,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Community Hospitals Admissions,7612,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Community Hospitals Admissions,7612,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Community Hospitals Admissions,7612,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Community Hospitals Admissions,7612,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Specialist Outpatient Clinics,3886310,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Specialist Outpatient Clinics,3886310,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Specialist Outpatient Clinics,3886310,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Specialist Outpatient Clinics,3886310,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Accident & Emergency Departments,821304,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Accident & Emergency Departments,821304,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Accident & Emergency Departments,821304,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Accident & Emergency Departments,821304,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Polyclinics,4157903,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Polyclinics,4157903,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Polyclinics,4157903,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Polyclinics,4157903,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Dental Clinics,838815,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Dental Clinics,838815,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Dental Clinics,838815,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Dental Clinics,838815,Nursing Homes,9442,0.959542469815717,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Day Surgeries,218284,Acute Hospitals,8289,1.0930148389431777,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Day Surgeries,218284,Psychiatric Hospitals,2040,4.4411764705882355,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Day Surgeries,218284,Community Hospitals,877,10.330672748004561,No
    Institute Of Mental Health / Woodbridge Hospital,2009,9060,Day Surgeries,218284,Nursing Homes,9442,0.959542469815717,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Acute Hospitals Admissions,413592,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Acute Hospitals Admissions,413592,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Acute Hospitals Admissions,413592,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Acute Hospitals Admissions,413592,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Psychiatric Hospitals Admissions,9060,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Psychiatric Hospitals Admissions,9060,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Psychiatric Hospitals Admissions,9060,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Psychiatric Hospitals Admissions,9060,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Community Hospitals Admissions,7612,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Community Hospitals Admissions,7612,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Community Hospitals Admissions,7612,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Community Hospitals Admissions,7612,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Specialist Outpatient Clinics,3886310,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Specialist Outpatient Clinics,3886310,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Specialist Outpatient Clinics,3886310,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Specialist Outpatient Clinics,3886310,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Accident & Emergency Departments,821304,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Accident & Emergency Departments,821304,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Accident & Emergency Departments,821304,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Accident & Emergency Departments,821304,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Polyclinics,4157903,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Polyclinics,4157903,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Polyclinics,4157903,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Polyclinics,4157903,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Dental Clinics,838815,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Dental Clinics,838815,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Dental Clinics,838815,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Dental Clinics,838815,Nursing Homes,9442,6.676551578055497,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Day Surgeries,218284,Acute Hospitals,8289,7.605259983110146,No
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Day Surgeries,218284,Psychiatric Hospitals,2040,30.901960784313726,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Day Surgeries,218284,Community Hospitals,877,71.88141391106043,Yes
    Kandang Kerbau Women's & Children's Hospital,2009,63040,Day Surgeries,218284,Nursing Homes,9442,6.676551578055497,No
Public Sector Hospital Admissions,2010,343332,Acute Hospitals Admissions,427305,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Acute Hospitals Admissions,427305,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Acute Hospitals Admissions,427305,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Community Hospitals Admissions,7534,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Community Hospitals Admissions,7534,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Community Hospitals Admissions,7534,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Specialist Outpatient Clinics,4023686,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Accident & Emergency Departments,858781,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Accident & Emergency Departments,858781,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Accident & Emergency Departments,858781,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Polyclinics,4314496,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Polyclinics,4314496,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Polyclinics,4314496,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Polyclinics,4314496,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Dental Clinics,862874,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Dental Clinics,862874,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Dental Clinics,862874,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Dental Clinics,862874,Nursing Homes,9551,35.94723065647576,Yes
Public Sector Hospital Admissions,2010,343332,Day Surgeries,229638,Acute Hospitals,8249,41.6210449751485,Yes
Public Sector Hospital Admissions,2010,343332,Day Surgeries,229638,Psychiatric Hospitals,2010,170.81194029850747,Yes
Public Sector Hospital Admissions,2010,343332,Day Surgeries,229638,Community Hospitals,842,407.75771971496437,Yes
Public Sector Hospital Admissions,2010,343332,Day Surgeries,229638,Nursing Homes,9551,35.94723065647576,Yes
    National University Hospital,2010,59842,Acute Hospitals Admissions,427305,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Acute Hospitals Admissions,427305,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Acute Hospitals Admissions,427305,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Community Hospitals Admissions,7534,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Community Hospitals Admissions,7534,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Community Hospitals Admissions,7534,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Specialist Outpatient Clinics,4023686,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Accident & Emergency Departments,858781,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Accident & Emergency Departments,858781,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Accident & Emergency Departments,858781,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Polyclinics,4314496,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Polyclinics,4314496,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Polyclinics,4314496,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Polyclinics,4314496,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Dental Clinics,862874,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Dental Clinics,862874,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Dental Clinics,862874,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Dental Clinics,862874,Nursing Homes,9551,6.265521934875929,No
    National University Hospital,2010,59842,Day Surgeries,229638,Acute Hospitals,8249,7.254455085464905,No
    National University Hospital,2010,59842,Day Surgeries,229638,Psychiatric Hospitals,2010,29.772139303482586,Yes
    National University Hospital,2010,59842,Day Surgeries,229638,Community Hospitals,842,71.07125890736341,Yes
    National University Hospital,2010,59842,Day Surgeries,229638,Nursing Homes,9551,6.265521934875929,No
    Singapore General Hospital,2010,73606,Acute Hospitals Admissions,427305,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Acute Hospitals Admissions,427305,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Acute Hospitals Admissions,427305,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Community Hospitals Admissions,7534,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Community Hospitals Admissions,7534,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Community Hospitals Admissions,7534,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Specialist Outpatient Clinics,4023686,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Accident & Emergency Departments,858781,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Accident & Emergency Departments,858781,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Accident & Emergency Departments,858781,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Polyclinics,4314496,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Polyclinics,4314496,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Polyclinics,4314496,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Polyclinics,4314496,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Dental Clinics,862874,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Dental Clinics,862874,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Dental Clinics,862874,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Dental Clinics,862874,Nursing Homes,9551,7.706627578264056,No
    Singapore General Hospital,2010,73606,Day Surgeries,229638,Acute Hospitals,8249,8.92302097223906,No
    Singapore General Hospital,2010,73606,Day Surgeries,229638,Psychiatric Hospitals,2010,36.61990049751244,Yes
    Singapore General Hospital,2010,73606,Day Surgeries,229638,Community Hospitals,842,87.41805225653206,Yes
    Singapore General Hospital,2010,73606,Day Surgeries,229638,Nursing Homes,9551,7.706627578264056,No
    Tan Tock Seng Hospital,2010,58543,Acute Hospitals Admissions,427305,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Acute Hospitals Admissions,427305,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Acute Hospitals Admissions,427305,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Community Hospitals Admissions,7534,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Community Hospitals Admissions,7534,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Community Hospitals Admissions,7534,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Specialist Outpatient Clinics,4023686,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Accident & Emergency Departments,858781,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Accident & Emergency Departments,858781,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Accident & Emergency Departments,858781,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Polyclinics,4314496,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Polyclinics,4314496,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Polyclinics,4314496,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Polyclinics,4314496,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Dental Clinics,862874,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Dental Clinics,862874,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Dental Clinics,862874,Community Hospitals,842,69.52850356294537,Yes
    Tan Tock Seng Hospital,2010,58543,Dental Clinics,862874,Nursing Homes,9551,6.12951523400691,No
    Tan Tock Seng Hospital,2010,58543,Day Surgeries,229638,Acute Hospitals,8249,7.096981452297248,No
    Tan Tock Seng Hospital,2010,58543,Day Surgeries,229638,Psychiatric Hospitals,2010,29.12587064676617,Yes
    Tan Tock Seng Hospital,2010,58543,Day Surgeries,229638,Community Hospitals,842,69.52850356294537,Yes
